budget,genre,keyword,original_language,production,release_date,country,runtime,revenue,status,title,vote_average,vote_count
25000000,Action,love triangle,en,Aldamisa Entertainment,12-03-14,RU,100,0,Released,Red Sky,4.1,26
14000000,Drama,lovesickness,en,Lorimar Film Entertainment,16-12-88,GB,119,34670720,Released,Dangerous Liaisons,7,257
25000000,Adventure,based on novel,en,American Zoetrope,22-05-12,BR,137,8784318,Released,On the Road,5.5,301
24000000,Science Fiction,saving the world,en,Paramount Pictures,25-11-86,US,119,133000000,Released,Star Trek IV: The Voyage Home,6.9,477
24000000,Drama,philadelphia,en,Columbia Pictures,20-12-06,US,102,155721132,Released,Rocky Balboa,6.5,835
24000000,Horror,film festivals,en,Miramax Films,09-12-97,US,120,172363301,Released,Scream 2,6.1,840
25000000,Action,,en,Handsomecharlie Films,01-01-16,US,98,1397284,Released,Jane Got a Gun,5.4,285
24000000,Comedy,,en,Will Packer Productions,20-06-14,US,105,70181428,Released,Think Like a Man Too,6.4,225
41300000,Comedy,bounty,en,Franchise Pictures,18-02-00,CA,98,106371651,Released,The Whole Nine Yards,6.2,531
8200000,Drama,dancing,en,Paramount Pictures,17-02-84,US,107,80035402,Released,Footloose,6.4,505
24000000,Comedy,sex doll,en,DreamWorks SKG,21-02-03,US,91,87055349,Released,Old School,6.6,541
24000000,Comedy,holy grail,en,TriStar Pictures,09-09-91,US,137,41895491,Released,The Fisher King,7.2,341
65000000,Horror,competition,en,Columbia Pictures,13-11-98,US,100,40002112,Released,I Still Know What You Did Last Summer,5.1,374
24000000,Romance,transplantation,en,Metro-Goldwyn-Mayer (MGM),07-04-00,US,115,36609995,Released,Return to Me,6.1,67
24000000,Comedy,pornography,en,Blue Askew,18-09-08,US,102,42105111,Released,Zack and Miri Make a Porno,6.1,721
24000000,Comedy,independent film,en,Gramercy Pictures,08-09-00,DE,108,0,Released,Nurse Betty,5.9,111
24000000,Comedy,vietnam veteran,en,BBC Films,17-10-09,GB,93,68729358,Released,The Men Who Stare at Goats,5.9,742
0,Adventure,mexico,en,Touchstone Pictures,12-01-01,US,88,0,Released,Double Take,5.5,24
40000000,Drama,based on novel,en,Columbia Pictures Corporation,21-12-99,DE,127,0,Released,"Girl, Interrupted",7.6,721
17000000,Comedy,celebrity,en,DreamWorks SKG,23-01-04,US,95,16980098,Released,Win a Date with Tad Hamilton!,5.5,160
24000000,Fantasy,puppet,en,Columbia Pictures,14-07-99,US,87,16290976,Released,Muppets from Space,5.8,92
24000000,Adventure,melancholy,en,Universal Pictures,24-10-78,US,134,21049053,Released,The Wiz,5.9,58
24000000,Action,wrestling,en,Bel Air Entertainment,07-04-00,US,107,12372410,Released,Ready to Rumble,4.7,49
24000000,Comedy,sport,en,Touchstone Pictures,25-12-99,US,124,8434146,Released,Play It to the Bone,5.7,53
24000000,Romance,pregnancy,en,The Weinstein Company,16-09-11,US,89,30551495,Released,I Don't Know How She Does It,5,141
24000000,Comedy,yacht,en,The Weinstein Company,20-08-10,US,88,83188165,Released,Piranha 3D,5.3,581
23000000,Drama,musical,en,Lionsgate,17-12-04,DE,118,0,Released,Beyond the Sea,6.5,55
24000000,Animation,,en,Walt Disney Pictures,27-03-98,,93,4562146,Released,Meet the Deedles,4.1,19
28000000,Adventure,prophecy,en,Miramax Films,23-09-93,GB,72,669276,Released,The Thief and the Cobbler,6.8,26
0,Romance,based on novel,en,,01-01-04,ES,120,0,Released,The Bridge of San Luis Rey,5.4,15
24000000,Crime,,en,Castle Rock Entertainment,23-11-10,US,98,23081726,Released,Faster,6.1,568
24000000,Fantasy,flying,ja,Studio Ghibli,19-11-04,JP,119,234710455,Released,Howl's Moving Castle,8.2,1991
23600000,Comedy,washington d.c.,en,Columbia Pictures,07-10-09,US,88,102391382,Released,Zombieland,7.2,3550
23000000,Comedy,sport,en,Touchstone Pictures,06-11-98,US,90,185991646,Released,The Waterboy,5.9,512
18000000,Adventure,rebel,en,Lucasfilm,17-05-80,US,124,538400000,Released,The Empire Strikes Back,8.2,5879
19000000,Action,miami,en,Columbia Pictures,07-04-95,US,118,141407024,Released,Bad Boys,6.5,1699
23000000,Comedy,washington d.c.,en,Paramount Pictures,28-06-91,US,85,86930411,Released,The Naked Gun 2½: The Smell of Fear,6.6,546
23000000,Horror,omen,en,New Line Cinema,16-03-00,US,98,53302314,Released,Final Destination,6.4,1378
12500000,Drama,ohio,en,Appian Way,24-09-11,US,101,75993061,Released,The Ides of March,6.5,910
23000000,Thriller,darkness,en,Interscope Communications,18-02-00,US,108,53187659,Released,Pitch Black,6.7,1789
23000000,Comedy,feminism,en,Fox 2000 Pictures,30-03-01,US,97,0,Released,Someone Like You...,6,118
23000000,Romance,artificial intelligence,en,Warner Bros.,18-12-13,CN,126,47351251,Released,Her,7.9,4097
23000000,Mystery,colorado,en,Regency Enterprises,05-10-01,US,97,36642838,Released,Joy Ride,6.3,325
25000000,Fantasy,london england,en,Matador Pictures,05-12-13,BE,99,6399,Released,The Adventurer: The Curse of the Midas Box,5.1,73
23000000,Drama,dream,en,Twentieth Century Fox Film Corporation,12-11-99,US,114,18653615,Released,Anywhere But Here,5.9,66
0,Action,,en,Touchstone Pictures,21-08-00,US,88,0,Released,The Crew,6.4,11
23000000,Action,mercenary,en,Irish Film Board,06-11-11,IE,93,33372606,Released,Haywire,5.6,505
23000000,Adventure,shark attack,en,Universal Pictures,17-07-87,US,89,51881013,Released,Jaws: The Revenge,3.5,224
0,Drama,sister sister relationship,en,Miramax Films,18-12-96,US,98,0,Released,Marvin's Room,6.6,124
0,Drama,,en,Cube Vision,22-08-08,US,94,0,Released,The Longshots,6.5,11
23000000,Drama,bomb,en,Columbia Pictures Corporation,03-12-99,US,102,10827816,Released,The End of the Affair,6.6,55
23000000,Action,corruption,en,Metro-Goldwyn-Mayer (MGM),23-08-91,US,98,7434726,Released,Harley Davidson and the Marlboro Man,6.1,82
23000000,History,father son relationship,en,Summit Entertainment,31-08-07,US,124,29541790,Released,In the Valley of Elah,6.6,261
0,Drama,fashion designer,fr,France 2 Cin\u00e9ma,22-04-09,BE,110,0,Released,Coco Before Chanel,6.6,246
11000000,Western,,en,Minds Eye Entertainment,16-09-15,CA,90,0,Released,Forsaken,5.8,101
23000000,Drama,,en,Path\u00e9 Renn Productions,10-02-09,DE,86,9366227,Released,Cheri,5.9,56
23000000,Drama,london england,en,Alliance Films,01-09-04,GB,141,16123851,Released,Vanity Fair,5.5,73
23000000,Drama,assassination,cn,China Film Group Corporation,18-12-09,CN,139,5837674,Released,Bodyguards and Assassins,6.5,57
25000000,Horror,suicide,en,The Weinstein Company,12-07-07,US,104,94679598,Released,1408,6.5,1343
22700000,Comedy,android,en,Brooksfilms Ltd.,24-06-87,US,96,38119483,Released,Spaceballs,6.7,902
22500000,War,istanbul,en,Hopscotch Features,25-12-14,AU,112,15520023,Released,The Water Diviner,6.8,431
22000000,Fantasy,corruption,en,Paramount Pictures,12-07-90,US,127,505000000,Released,Ghost,6.9,1339
23000000,Romance,surgeon,en,Twentieth Century Fox Film Corporation,15-07-98,US,119,369884651,Released,There's Something About Mary,6.5,1590
22000000,Fantasy,holiday,en,Walt Disney Pictures,10-11-94,US,97,189833357,Released,The Santa Clause,6.3,489
20000000,Drama,father son relationship,en,Walt Disney Pictures,25-03-02,US,127,75597042,Released,The Rookie,6.5,110
22000000,Comedy,american football,en,Walt Disney Pictures,28-09-07,US,110,147880543,Released,The Game Plan,6,428
24000000,Drama,farewell,en,Amblin Entertainment,28-05-95,US,135,182016617,Released,The Bridges of Madison County,7.3,385
22000000,Action,dream,en,Revolution Studios,01-06-01,US,84,84772742,Released,The Animal,4.6,304
22000000,Drama,muslim,en,Columbia Pictures,30-11-82,IN,191,77737889,Released,Gandhi,7.4,716
22000000,Drama,france,en,Amblin Entertainment,06-08-14,IN,122,88880821,Released,The Hundred-Foot Journey,7.3,508
22000000,Crime,cheating,en,Columbia Pictures,28-07-95,US,114,110627965,Released,The Net,5.6,354
22000000,Drama,foster parents,en,New Line Cinema,28-12-01,US,132,92542418,Released,I Am Sam,7.2,530
22000000,Drama,biography,en,Hearst Entertainment Productions,28-02-14,US,138,67800064,Released,Son of God,5.9,83
22000000,Fantasy,budapest,en,Lakeshore Entertainment,19-09-03,DE,121,95708457,Released,Underworld,6.6,2512
22000000,Drama,prison,en,Miramax Films,11-11-05,GB,108,57479076,Released,Derailed,6.1,319
22000000,Drama,agriculture,en,Section Eight,18-09-09,US,108,35424826,Released,The Informant!,6,301
22000000,Drama,bachelor,en,Shadowlands Productions,25-12-93,GB,131,0,Released,Shadowlands,6.8,61
22000000,Comedy,painter,en,Columbia Pictures Corporation,06-08-05,US,83,22400154,Released,Deuce Bigalow: European Gigolo,4.7,225
26000000,Comedy,remake,en,DreamWorks SKG,10-10-13,US,105,51164106,Released,Delivery Man,6.2,551
0,Thriller,based on novel,en,StudioCanal,05-05-16,FR,108,9930095,Released,Our Kind of Traitor,6,160
22000000,Comedy,female nudity,en,Village Roadshow Pictures,09-02-01,US,90,19351569,Released,Saving Silverman,5.4,154
22000000,Comedy,best friend,en,Fox 2000 Pictures,02-08-12,US,94,77112176,Released,Diary of a Wimpy Kid: Dog Days,6,223
0,Thriller,distrust,en,40 Acres & A Mule Filmworks,02-07-99,US,142,0,Released,Summer of Sam,6.3,112
22000000,Comedy,film making,en,Dimension Films,22-08-01,US,104,33788161,Released,Jay and Silent Bob Strike Back,6.4,480
30000000,Drama,california,en,Original Film,14-09-01,US,106,23619609,Released,The Glass House,5.4,201
22000000,Comedy,journalist,en,Universal Pictures,05-02-16,US,106,63647656,Released,"Hail, Caesar!",5.7,1309
22000000,Comedy,manager,en,Universal Pictures,06-04-01,CA,98,0,Released,Josie and the Pussycats,5.3,72
22000000,Action,based on novel,en,Millennium Films,27-11-13,US,100,43058898,Released,Homefront,6.4,875
22000000,Family,based on novel,en,New Line Cinema,27-10-00,DE,95,13555988,Released,The Little Vampire,6.1,77
22000000,Comedy,sex,en,Fox Searchlight Pictures,10-09-04,DE,106,0,Released,I Heart Huckabees,6.2,239
22000000,Action,cyborg,en,Orion Pictures,17-04-93,US,104,10696210,Released,RoboCop 3,4.2,305
0,Action,dystopia,en,Infinity Omnimedia,07-09-01,US,104,0,Released,Megiddo: The Omega Code 2,3.6,8
0,Drama,spy,en,Paramount Pictures,01-01-70,US,107,0,Released,Darling Lili,4.9,8
70000000,Comedy,based on cartoon,en,Universal Pictures,27-08-99,US,77,0,Released,Dudley Do-Right,3.8,48
25000000,Thriller,transporter,en,EuropaCorp,03-09-15,BE,96,72629670,Released,The Transporter Refueled,5.2,559
0,Drama,london england,en,First Choice Films,16-09-04,GB,114,0,Released,The Libertine,5.9,128
21000000,Drama,in love with enemy,nl,CoBo Fund,01-09-06,NL,145,26193068,Released,Black Book,7.2,277
22000000,Romance,holiday,fr,Senator Film Produktion,09-11-05,BE,116,17709155,Released,Joyeux Noël,7.2,212
2000000,Action,witness protection,en,Primate Pictures,22-08-12,US,100,14400000,Released,Hit & Run,5.5,224
0,Action,gang,en,Millennium Films,17-01-08,US,104,0,Released,Mad Money,5.9,140
22000000,Mystery,amnesia,en,StudioCanal,03-09-14,FR,92,15447154,Released,Before I Go to Sleep,6.2,659
22000000,Action,dynamite,en,Paramount Pictures,24-06-77,US,121,12000000,Released,Sorcerer,7.4,98
22000000,Drama,prison,en,Stone Productions,07-10-10,US,105,9479718,Released,Stone,5.2,192
0,Romance,playwright,fr,,31-01-07,FR,115,0,Released,Moliere,6.7,45
22000000,Thriller,prison,en,Appian Way,06-12-13,US,116,15400000,Released,Out of the Furnace,6.5,720
25000000,Drama,killing,en,Castle Rock Entertainment,28-09-07,US,119,92991835,Released,Michael Clayton,6.5,501
0,Comedy,white house,en,Warner Bros.,20-12-96,US,101,0,Released,My Fellow Americans,6.3,46
21500000,Drama,bomb,en,Lakeshore Entertainment,19-03-99,US,117,0,Released,Arlington Road,7,239
22000000,Animation,soccer,es,100 Bares,18-07-13,AR,106,24000000,Released,Underdogs,6,122
17000000,Romance,rome,en,Gravier Productions,20-04-12,IT,111,73244881,Released,To Rome with Love,5.6,546
18000000,Science Fiction,flying,en,Malpaso Productions,13-06-82,US,136,70687344,Released,Firefox,5.5,139
21000000,Animation,gay,en,Paramount Pictures,30-06-99,US,81,0,Released,"South Park: Bigger, Longer & Uncut",7.1,893
9000000,Comedy,brother brother relationship,en,Sidney Kimmel Entertainment,09-02-07,GB,90,46,Released,Death at a Funeral,6.9,497
21000000,Action,japan,en,New Line Cinema,17-03-93,HK,96,42000000,Released,Teenage Mutant Ninja Turtles III,5.1,184
32000000,Comedy,gay,en,Paramount Pictures,14-09-01,DE,106,40222729,Released,Hardball,6.3,123
21000000,Drama,dancing,en,The Weinstein Company,08-09-12,US,122,205738714,Released,Silver Linings Playbook,6.9,4742
21000000,Crime,black people,en,Double Feature Films,05-01-07,DE,123,41170784,Released,Freedom Writers,7.5,356
0,Drama,female nudity,en,Lions Gate Films,05-11-10,US,134,37000000,Released,For Colored Girls,7,22
21000000,Action,car journey,en,TF1 Films Productions,02-10-02,US,92,43928932,Released,The Transporter,6.6,1692
20000000,Drama,rebel,en,Summit Entertainment,04-03-08,US,115,41627431,Released,Never Back Down,6.4,497
21000000,Horror,suicide,en,United Artists,11-03-99,US,104,17762705,Released,The Rage: Carrie 2,5.1,76
17000000,Drama,interracial relationship,en,Neal Street Productions,05-06-09,US,98,14899417,Released,Away We Go,6.7,189
21000000,Drama,usa president,en,Touchstone Pictures,01-08-08,US,120,17600000,Released,Swing Vote,5.8,65
21000000,Romance,,en,Punch Productions,09-09-02,US,117,10011050,Released,Moonlight Mile,6.5,52
30000000,Drama,spy,en,StudioCanal,16-09-11,FR,127,0,Released,Tinker Tailor Soldier Spy,6.6,840
0,Drama,,en,Metro-Goldwyn-Mayer (MGM),22-10-99,US,102,0,Released,Molly,5.5,14
21000000,Drama,puppet,en,Summit Entertainment,11-02-11,AE,91,970816,Released,The Beaver,6.3,276
35000000,Comedy,brothel,en,Universal Pictures,23-07-82,US,114,69701637,Released,The Best Little Whorehouse in Texas,5.9,41
15000000,Action,video game,en,Alliance Atlantis Communications,14-04-99,CA,97,2856712,Released,eXistenZ,6.7,475
18000000,Adventure,saving the world,en,Lucasfilm,12-06-81,US,115,389925971,Released,Raiders of the Lost Ark,7.7,3854
18000000,Comedy,holiday,en,Twentieth Century Fox Film Corporation,19-11-92,US,120,358991681,Released,Home Alone 2: Lost in New York,6.3,2395
20000000,Science Fiction,indiana,en,Columbia Pictures Corporation,16-11-77,US,135,303788635,Released,Close Encounters of the Third Kind,7.2,1098
38000000,Horror,suicide,en,Dimension Films,11-08-06,US,90,29907685,Released,Pulse,5,150
20000000,Action,smuggling of arms,en,Paramount Pictures,18-05-87,US,100,299965036,Released,Beverly Hills Cop II,6.1,613
20000000,Comedy,prison,en,Hyde Park Films,07-03-03,US,105,132675402,Released,Bringing Down the House,5.4,183
19000000,Crime,based on novel,en,Orion Pictures,01-02-91,US,119,272742922,Released,The Silence of the Lambs,8.1,4443
20000000,Music,tv show,en,Paramount Pictures,14-02-92,US,94,121697323,Released,Wayne's World,6.5,728
20000000,Comedy,pain,en,MTV Films,15-10-10,US,94,117224271,Released,Jackass 3D,6.4,428
20000000,Horror,mayor,en,Universal Pictures,16-06-78,US,116,187884007,Released,Jaws 2,5.9,406
20000000,Adventure,dog dirt,en,Walt Disney Pictures,03-10-08,US,91,149281606,Released,Beverly Hills Chihuahua,4.9,209
13000000,Horror,sister sister relationship,en,New Line Cinema,18-07-13,US,112,318000141,Released,The Conjuring,7.4,3092
32000000,Adventure,car journey,en,Columbia Pictures,20-01-05,US,95,97918663,Released,Are We There Yet?,5.2,221
20000000,Comedy,,en,New Line Cinema,02-07-14,US,97,100525432,Released,Tammy,5,500
35000000,Comedy,rock and roll,en,Paramount Pictures,03-10-03,DE,108,131282949,Released,School of Rock,6.7,1414
18000000,Action,martial arts,en,New Line Cinema,18-08-95,US,101,122195920,Released,Mortal Kombat,5.4,442
37000000,Comedy,undercover,en,Columbia Pictures,23-06-04,US,109,113086475,Released,White Chicks,6.3,679
20000000,Comedy,hawaii,en,Fox Searchlight Pictures,09-09-11,US,115,177243185,Released,The Descendants,6.7,934
20000000,Adventure,curse,en,Walt Disney Pictures,18-04-03,US,117,0,Released,Holes,6.7,383
0,Drama,brother sister relationship,en,Touchstone Pictures,31-03-10,US,107,0,Released,The Last Song,6.9,923
20000000,Drama,whip,en,Plan B Entertainment,18-10-13,US,134,187000000,Released,12 Years a Slave,7.9,3674
20000000,Drama,music rehearsal,en,Fox 2000 Pictures,13-12-02,US,118,57588485,Released,Drumline,6.2,116
20000000,Comedy,,en,Lions Gate Films,02-04-10,US,121,60072596,Released,Why Did I Get Married Too?,6.1,29
20000000,Fantasy,underdog,en,Twentieth Century Fox Film Corporation,05-12-90,US,105,53000000,Released,Edward Scissorhands,7.5,3601
20000000,Drama,england,en,New Line Cinema,02-06-16,US,110,207945075,Released,Me Before You,7.6,2562
0,Drama,,en,Tyler Perry Company,29-06-12,US,114,0,Released,Madea's Witness Protection,5.9,52
1800000,Action,police brutality,en,Twentieth Century Fox Film Corporation,09-10-71,US,104,41158757,Released,The French Connection,7.4,422
20000000,Comedy,alcohol,en,STX Entertainment,28-07-16,US,100,183936074,Released,Bad Moms,6.3,1252
20000000,Comedy,date,en,Regency Enterprises,17-02-06,CH,83,48548426,Released,Date Movie,3.6,222
20000000,Adventure,animation,en,Walt Disney Pictures,14-02-02,AU,72,109862682,Released,Return to Never Land,6.1,290
20000000,History,alabama,en,Plan B Entertainment,25-12-14,GB,127,66787908,Released,Selma,7.4,817
20000000,Family,river,en,Walt Disney Pictures,07-02-03,AU,72,135680000,Released,The Jungle Book 2,5.6,269
20000000,Thriller,nightmare,en,Ghost House Pictures,04-02-05,US,89,67192859,Released,Boogeyman,4.6,191
20000000,Thriller,deja vu,en,TriStar Pictures,08-02-07,US,96,84146832,Released,Premonition,5.8,381
30000000,Animation,owl,en,Walt Disney Pictures,11-02-00,US,77,45554533,Released,The Tigger Movie,6.3,143
20000000,Horror,nun,en,Dark Castle Entertainment,24-07-09,CA,123,41596251,Released,Orphan,6.7,1261
20000000,Adventure,afghanistan,en,Sunswept Entertainment,26-06-15,US,111,43967255,Released,Max,6.8,276
20000000,Action,,en,Twentieth Century Fox Film Corporation,25-01-07,US,86,86865564,Released,Epic Movie,3.2,326
20000000,Drama,child abuse,en,Universal Pictures,06-11-15,CA,128,88346473,Released,Spotlight,7.8,2686
20000000,Drama,vandalism,en,Screen Gems,19-09-08,US,110,27640028,Released,Lakeview Terrace,5.9,292
20000000,Horror,remake,en,Columbia Pictures Corporation,13-10-06,US,102,39143839,Released,The Grudge 2,5.2,283
20000000,Comedy,black people,en,Twentieth Century Fox Film Corporation,14-08-98,US,124,37672350,Released,How Stella Got Her Groove Back,6,24
0,Adventure,future,en,Orion Pictures,19-07-91,US,98,0,Released,Bill & Ted's Bogus Journey,5.9,308
20000000,Comedy,usa president,en,Universal Pictures,09-10-06,US,115,41237648,Released,Man of the Year,5.8,129
20000000,Adventure,killer robot,en,Walt Disney Productions,18-12-79,US,98,35841901,Released,The Black Hole,6.1,131
20000000,Crime,prostitute,en,This Is That Productions,31-08-10,GB,104,65464324,Released,The American,5.8,481
20000000,Drama,musical,en,Q Productions,21-03-97,US,127,60000000,Released,Selena,7,114
20000000,Horror,vampire,en,Regency Enterprises,18-08-10,US,82,80547866,Released,Vampires Suck,4.2,315
25000000,Drama,terror,en,Paramount Vantage,08-09-06,FR,143,135330182,Released,Babel,6.9,1055
19800000,Drama,based on novel,en,Spring Creek Productions,10-09-14,US,103,41296320,Released,This Is Where I Leave You,6.5,505
20000000,Drama,sexual abuse,en,Scott Rudin Productions,27-11-08,US,104,50907234,Released,Doubt,7,435
32000000,Music,paris,en,Paramount Pictures,10-10-04,DE,98,50907422,Released,Team America: World Police,6.6,660
20000000,Horror,sequel,en,Nu Image Films,03-01-13,US,92,47241945,Released,Texas Chainsaw 3D,5.3,465
0,Drama,police brutality,en,Regency Enterprises,27-10-95,US,124,0,Released,Copycat,6.4,194
20000000,Comedy,sequel,en,Dimension Films,11-04-13,US,86,78378744,Released,Scary Movie 5,4.6,793
20000000,Drama,mining,en,Paramount Pictures,15-10-69,US,158,31678778,Released,Paint Your Wagon,6.2,63
20000000,History,gay,en,Focus Features,26-11-08,US,128,54586584,Released,Milk,7.1,612
20000000,Action,christianity,en,Columbia Pictures,19-02-16,US,107,46069568,Released,Risen,5.7,295
35000000,Horror,cruise,en,Village Roadshow Pictures,25-10-02,AU,91,68349884,Released,Ghost Ship,5.3,531
19000000,Comedy,holiday,en,New Line Cinema,04-11-11,US,108,35387212,Released,A Very Harold & Kumar Christmas,6,328
20000000,Crime,upper class,en,Columbia Pictures,20-03-98,US,108,67200000,Released,Wild Things,6.3,444
0,Horror,step father,en,Screen Gems,16-10-09,US,101,0,Released,The Stepfather,5.4,167
20000000,Drama,beach,en,Miramax Films,11-04-10,US,113,45636368,Released,The Debt,6.3,257
30000000,Comedy,chicago,en,Buena Vista,17-03-00,GB,113,47126295,Released,High Fidelity,7,628
20000000,Horror,candy,en,Intermedia Films,04-01-08,DE,87,0,Released,One Missed Call,4.7,171
20000000,Drama,rape,en,Paramount Pictures,12-01-96,US,101,0,Released,Eye for an Eye,5.8,63
20000000,Thriller,infidelity,en,Atlas Entertainment,28-02-08,AU,112,64822796,Released,The Bank Job,6.6,697
20000000,Science Fiction,deja vu,en,Anonymous Content,19-03-04,US,108,72258126,Released,Eternal Sunshine of the Spotless Mind,7.9,3652
20000000,Comedy,brother sister relationship,en,Oops Doughnuts Productions,24-09-10,US,105,32005248,Released,You Again,6,368
20000000,Action,police,en,Fox Searchlight Pictures,10-04-08,US,109,65569869,Released,Street Kings,6.3,363
20000000,Comedy,end of the world,en,Universal Pictures,18-07-13,GB,109,46089287,Released,The World's End,6.7,1778
0,Action,california,en,Virtual Studios,15-06-07,US,99,0,Released,Nancy Drew,5.8,143
20000000,Fantasy,female nudity,en,Lionsgate,06-01-09,US,98,51416464,Released,Daybreakers,6,634
20000000,Comedy,confidence,en,DreamWorks SKG,11-03-10,US,104,49779728,Released,She's Out of My League,5.9,525
20000000,Adventure,monte carlo,en,Dune Entertainment,01-07-11,HU,109,17425000,Released,Monte Carlo,6,593
9000000,Horror,video game,en,Spyglass Entertainment,24-03-06,US,100,27105095,Released,Stay Alive,5.3,155
0,Romance,australian,en,Pathe,17-10-90,AU,119,0,Released,Quigley Down Under,6.5,119
20000000,Family,wolf,en,Lions Gate Family Entertainment,17-09-10,US,88,39300000,Released,Alpha and Omega,5.3,124
20000000,Action,magic,en,Screen Gems,08-09-06,US,97,37597471,Released,The Covenant,5.2,288
0,Comedy,gymnastics,en,Spyglass Entertainment,21-04-06,DE,105,0,Released,Stick It,6.3,148
40000000,Comedy,,en,Warner Bros. Pictures,21-08-09,AE,89,28972508,Released,Shorts,5.1,44
20000000,Fantasy,adultery,en,The Rank Organisation,20-05-95,US,106,21284514,Released,To Die For,6.7,175
20000000,Mystery,based on novel,en,Lionsgate,27-07-16,US,96,83707310,Released,Nerve,7.1,2181
20000000,Drama,small town,en,New Line Cinema,12-09-08,US,115,20211394,Released,Appaloosa,6.3,299
20000000,Action,based on novel,en,Columbia Pictures,15-04-98,US,108,0,Released,Vampires,5.8,255
806948,Drama,hotel,en,Paramount Pictures,16-06-60,US,109,32000000,Released,Psycho,8.2,2320
20000000,Romance,date,en,Lionsgate,19-09-08,US,101,36620508,Released,My Best Friend's Girl,5.4,220
20000000,Drama,teenage romance,en,Universal Pictures,12-02-14,US,103,34077920,Released,Endless Love,6.7,542
20000000,Comedy,grandmother granddaughter relationship,en,Universal Pictures,11-05-07,US,113,0,Released,Georgia Rule,5.6,130
20000000,Comedy,,en,,31-07-81,US,98,2297493,Released,Under the Rainbow,4.9,7
20000000,Adventure,moon,en,Twentieth Century Fox Film Corporation,27-03-85,US,121,18432000,Released,Ladyhawke,6.8,260
20000000,Comedy,illegitimate son,en,Caravan Pictures,11-09-98,US,114,18253415,Released,Simon Birch,6.5,52
20000000,Drama,confidence,en,Columbia Pictures,23-03-07,US,124,22222308,Released,Reign Over Me,7.1,334
15000000,Adventure,male nudity,en,Paramount Vantage,11-09-07,US,148,56255142,Released,Into the Wild,7.8,3045
20000000,Comedy,date,en,Dimension Films,29-09-06,US,100,17807569,Released,School for Scoundrels,5.6,111
20000000,Thriller,female protagonist,en,Davis-Films,10-10-12,FR,94,52302796,Released,Silent Hill: Revelation 3D,5,432
19000000,Horror,dancing,en,A Band Apart,19-01-96,US,108,25836616,Released,From Dusk Till Dawn,6.9,1603
0,Animation,,en,Walt Disney Pictures,11-02-05,US,68,0,Released,Pooh's Heffalump Movie,6.4,88
0,Comedy,baltimore,en,Paramount Pictures,02-11-95,US,103,17519169,Released,Home for the Holidays,6.3,39
20000000,Action,kung fu,cn,Columbia Pictures,10-02-04,CN,99,100914445,Released,Kung Fu Hustle,7.2,831
35000000,Adventure,human animal relationship,en,Walt Disney Pictures,26-07-02,US,88,0,Released,The Country Bears,4.3,20
20000000,Drama,1970s,en,DreamWorks SKG,14-10-07,CN,128,73276047,Released,The Kite Runner,7.3,394
20000000,Drama,life and death,en,This Is That Productions,06-09-03,US,124,60427839,Released,21 Grams,7.2,918
20000000,Action,independent film,en,Icon Productions,03-09-04,US,84,16605763,Released,Paparazzi,5.8,52
20000000,Comedy,infidelity,en,Metro-Goldwyn-Mayer (MGM),17-01-03,US,101,17432163,Released,A Guy Thing,5.3,83
0,Drama,college,en,Columbia Pictures,21-07-00,US,98,0,Released,Loser,5,120
20000000,Documentary,usa,en,The Weinstein Company,06-09-09,US,120,17436509,Released,Capitalism: A Love Story,7,167
20000000,Drama,jesus christ,en,George Stevens Productions,15-02-65,US,199,15473333,Released,The Greatest Story Ever Told,6.5,41
19500000,Crime,fbi,en,Ingenious Media,14-10-15,ES,111,34854990,Released,Secret in Their Eyes,6.2,336
25000000,Action,natural disaster,en,Grosvenor Park Media Ltd.,29-08-08,US,87,14109284,Released,Disaster Movie,3,240
20000000,Action,robbery,en,Screen Gems,04-12-09,US,88,22942221,Released,Armored,5.5,208
20000000,Comedy,london england,en,Regency Enterprises,14-11-97,US,97,13801755,Released,The Man Who Knew Too Little,6.5,125
20000000,Comedy,based on novel,en,Regency Enterprises,30-09-11,US,106,30426096,Released,What's Your Number?,6.2,671
20000000,Action,usa president,en,Canal+,12-04-12,FR,95,32204030,Released,Lockout,5.8,715
40000000,Comedy,jealousy,en,Columbia Pictures,30-04-04,US,99,0,Released,Envy,4.8,139
20000000,Action,female nudity,en,Lakeshore Entertainment,16-04-09,US,96,34560577,Released,Crank: High Voltage,5.9,861
0,Action,lover (female),en,Miramax Films,14-10-94,US,98,0,Released,Bullets Over Broadway,7,130
20000000,Drama,based on novel,en,Gener8Xion Entertainment,13-10-06,US,123,13391174,Released,One Night with the King,6.1,12
30000000,Drama,terror,en,Miramax Films,22-11-02,US,101,27674124,Released,The Quiet American,6.4,81
20000000,Comedy,new york,en,Paramount Pictures,20-10-05,DE,101,12482775,Released,The Weather Man,6,289
20000000,Action,sport,en,Miramax Films,23-08-02,US,96,12398628,Released,Undisputed,6.1,139
0,Comedy,dying and death,en,DreamWorks SKG,19-09-08,US,102,0,Released,Ghost Town,6.4,286
20000000,Action,police,en,The Mark Gordon Company,19-03-09,US,108,17280326,Released,12 Rounds,5.7,220
20000000,Drama,vampire,en,Hammer Film Productions,01-10-10,GB,116,24145613,Released,Let Me In,6.7,641
0,Adventure,underdog,en,TriStar Pictures,06-05-94,JP,93,0,Released,3 Ninjas Kick Back,4.5,48
